clearance_share,collisions,config_id,controller,emergency_stops,max_norm_wait,mean_vehicle_queue,pedestrian_wait_mean_s,person_delay_s,phase_switches,scenario_id,seed,vehicle_stop_time_mean_s,vehicle_stopped_wait_p95_s
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.68,0.9511111111111111,26.352941176470587,18.086016949152544,45.0,K_HL,303,9.677777777777777,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.63,0.9444444444444444,28.936363636363637,18.987224669603524,45.0,K_HL,304,9.633333333333333,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.51,0.9566666666666667,23.46808510638298,15.981402002861232,45.0,K_HL,305,9.898876404494382,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,3.5955555555555554,27.939393939393938,12.968361581920904,45.0,K_LH,301,11.761904761904763,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.45,3.5955555555555554,26.129032258064516,12.666742338251986,45.0,K_LH,302,11.647619047619047,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.48,3.628888888888889,20.59259259259259,12.339881224303335,45.0,K_LH,303,11.79746835443038,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,3.703333333333333,24.52173913043478,12.729829414476717,45.0,K_LH,304,12.069620253164556,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.48,3.6766666666666667,16.0,12.059243891194098,45.0,K_LH,305,11.83860759493671,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,2.3755555555555556,24.355263157894736,14.47211678832117,45.0,K_MM,301,11.653658536585366,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,2.331111111111111,24.885714285714286,14.151849642004773,45.0,K_MM,302,11.318627450980392,28.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,2.3466666666666667,22.68918918918919,14.02907488986784,45.0,K_MM,303,11.62439024390244,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,0.5,2.3577777777777778,27.18840579710145,14.65214779212977,45.0,K_MM,304,11.374384236453203,28.0
0.11666666666666667,2.0,fixed_time__002,fixed_time,0.0,0.49,2.3055555555555554,22.11320754716981,13.152738654147106,45.0,K_MM,305,11.370731707317074,27.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,5.79,26.843333333333334,310.1358024691358,106.34501873828856,45.0,K_OO,301,37.33559782608695,29.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,5.13,27.893333333333334,272.7639344262295,95.40238000793337,45.0,K_OO,302,38.78775510204082,30.0
0.11666666666666667,0.0,fixed_time__002,fixed_time,0.0,5.69,30.546666666666667,306.96996996996995,110.11025998142989,45.0,K_OO,303,41.78184281842818,30.0
